char_id,era,strength,gender,final_age,final_asset,final_health,final_happiness,final_status,final_humanity,peak_brain,peak_body,peak_social,peak_sense,peak_luck,death_cause,reached_age_80,bankrupt,events_fired
sim_532,令和,頭脳,女,79,2900000,0,100,33,0,80,7,15,15,15,病死,0,0,0
sim_533,近未来,肉体,男,86,7780000,0,100,34,0,14,84,15,6,15,病死,1,0,0
sim_534,平成,センス,男,79,2520000,0,100,33,0,7,15,12,77,13,病死,0,0,0
sim_535,近未来,コミュ,男,77,5710000,0,100,33,0,8,11,81,13,12,病死,0,0,0
sim_536,昭和,コミュ,男,75,1250000,17,100,33,0,9,13,76,15,6,寿命,0,0,0
sim_537,令和,運,男,77,2600000,0,100,33,50,15,11,15,15,22,病死,0,0,0
sim_538,平成,センス,女,76,2130000,0,100,33,0,11,8,6,82,12,病死,0,0,0
sim_539,平成,センス,女,81,2780000,0,100,33,0,13,15,9,86,11,病死,1,0,0
sim_540,近未来,センス,男,80,6400000,0,100,33,0,6,11,7,74,9,病死,1,0,0
sim_541,昭和,頭脳,男,74,1170000,34,100,33,0,72,12,7,13,15,寿命,0,0,0
sim_542,平成,センス,男,78,2390000,0,100,33,0,12,10,12,77,11,病死,0,0,0
sim_543,昭和,肉体,男,84,1970000,0,100,33,0,13,86,13,7,14,病死,1,0,0
sim_544,昭和,頭脳,男,73,1090000,28,100,33,0,76,10,14,10,6,寿命,0,0,0
sim_545,令和,コミュ,女,74,2150000,11,100,33,0,14,15,80,8,7,寿命,0,0,0
sim_546,近未来,コミュ,女,69,3870000,38,100,32,0,7,11,79,15,7,老衰,0,0,0
sim_547,平成,運,男,76,2130000,0,100,33,50,5,5,7,12,20,病死,0,0,0
sim_548,昭和,頭脳,男,78,1490000,1,100,33,0,77,6,14,10,11,寿命,0,0,0
sim_549,平成,頭脳,男,72,1610000,24,100,32,0,81,8,11,11,14,寿命,0,0,0
sim_550,近未来,運,女,79,6170000,0,100,33,50,12,10,15,10,21,病死,0,0,0
sim_551,平成,コミュ,女,79,2520000,0,100,33,0,13,12,88,15,11,病死,0,0,0
sim_552,平成,肉体,女,84,3170000,0,100,33,0,8,90,9,15,14,病死,1,0,0
sim_553,令和,運,女,76,2450000,0,100,33,50,15,15,13,5,20,病死,0,0,0
sim_554,令和,センス,男,77,2600000,0,100,33,0,13,12,10,83,7,病死,0,0,0
sim_555,平成,肉体,女,84,3170000,0,100,33,0,11,82,7,14,6,病死,1,0,0
sim_556,令和,肉体,男,85,3800000,0,100,34,0,7,84,11,8,8,病死,1,0,0
sim_557,昭和,コミュ,男,73,1090000,13,100,33,0,8,11,80,6,8,寿命,0,0,0
sim_558,昭和,コミュ,男,76,1330000,0,100,33,0,8,8,91,9,13,病死,0,0,0
sim_559,令和,コミュ,男,78,2750000,0,100,33,0,13,12,86,6,5,病死,0,0,0
sim_560,令和,センス,女,77,2600000,0,100,33,0,7,14,15,83,10,病死,0,0,0
sim_561,近未来,頭脳,男,79,6170000,0,100,33,0,76,12,15,5,7,病死,0,0,0
sim_562,近未来,センス,男,77,5710000,0,100,33,0,6,9,14,84,13,病死,0,0,0
sim_563,平成,肉体,女,72,1610000,50,100,32,0,15,75,7,8,14,老衰,0,0,0
sim_564,近未来,運,男,78,5940000,0,100,33,50,5,8,5,13,20,病死,0,0,0
sim_565,令和,運,男,78,2750000,0,100,33,50,11,6,15,9,24,病死,0,0,0
sim_566,昭和,コミュ,男,80,1650000,0,100,33,0,5,13,84,6,13,病死,1,0,0
sim_567,平成,コミュ,女,78,2390000,0,100,33,0,15,10,82,9,12,病死,0,0,0
sim_568,昭和,肉体,男,82,1810000,13,100,33,0,9,86,14,6,13,寿命,1,0,0
sim_569,平成,運,男,79,2520000,0,100,33,50,9,5,7,8,30,病死,0,0,0
sim_570,令和,頭脳,女,77,2600000,0,100,33,0,82,7,8,8,14,病死,0,0,0
sim_571,近未来,コミュ,男,78,5940000,0,100,33,0,8,8,86,6,15,病死,0,0,0
sim_572,近未来,肉体,男,85,7550000,0,100,34,0,14,86,6,5,5,病死,1,0,0
sim_573,平成,運,男,79,2520000,0,100,33,50,11,9,6,6,20,病死,0,0,0
sim_574,平成,肉体,女,86,3430000,0,100,34,0,6,82,9,12,13,病死,1,0,0
sim_575,昭和,運,女,36,50000,92,100,29,24,15,13,11,14,20,老衰,0,0,0
sim_576,令和,センス,女,78,2750000,0,100,33,0,6,8,7,79,11,病死,0,0,0
sim_577,昭和,センス,男,79,1570000,0,100,33,0,15,11,12,81,7,病死,0,0,0
sim_578,近未来,運,男,79,6170000,0,100,33,50,5,8,10,9,26,病死,0,0,0
sim_579,令和,肉体,女,84,3650000,0,100,33,0,8,80,7,9,7,病死,1,0,0
sim_580,平成,頭脳,女,76,2130000,0,100,33,0,80,10,13,12,12,病死,0,0,0
sim_581,昭和,運,女,78,1490000,0,100,33,50,13,7,13,9,24,病死,0,0,0
sim_582,令和,肉体,男,83,3500000,0,100,33,0,12,84,9,6,8,病死,1,0,0
sim_583,近未来,運,女,76,5480000,0,100,33,50,15,15,13,7,27,病死,0,0,0
sim_584,近未来,コミュ,男,80,6400000,0,100,33,0,15,5,77,8,7,病死,1,0,0
sim_585,令和,頭脳,女,77,2600000,0,100,33,0,87,15,10,6,14,病死,0,0,0
sim_586,令和,センス,男,78,2750000,0,100,33,0,10,15,11,79,15,病死,0,0,0
sim_587,平成,センス,男,78,2390000,0,100,33,0,15,15,5,81,7,病死,0,0,0
sim_588,近未来,コミュ,女,75,5250000,12,100,33,0,8,15,79,12,14,老衰,0,0,0
sim_589,令和,運,女,75,2300000,0,100,33,50,14,7,12,11,26,病死,0,0,0
sim_590,昭和,運,女,76,1330000,0,100,33,50,6,9,7,6,25,病死,0,0,0
sim_591,令和,運,女,77,2600000,0,100,33,50,5,6,8,15,27,病死,0,0,0
sim_592,平成,運,男,77,2260000,0,100,33,50,12,14,13,11,20,病死,0,0,0
sim_593,令和,頭脳,男,78,2750000,0,100,33,0,86,8,6,8,15,病死,0,0,0
sim_594,昭和,運,男,78,1490000,0,100,33,50,15,13,10,11,28,病死,0,0,0
sim_595,平成,センス,男,82,2910000,0,100,33,0,13,6,15,81,9,病死,1,0,0
sim_596,令和,肉体,女,83,3500000,4,100,33,0,11,82,13,8,7,寿命,1,0,0
sim_597,令和,コミュ,女,77,2600000,0,100,33,0,14,7,84,8,15,病死,0,0,0
sim_598,昭和,コミュ,女,74,1170000,20,100,33,0,13,7,79,12,9,寿命,0,0,0
sim_599,平成,運,女,43,50000,91,100,30,29,5,5,11,15,22,老衰,0,0,0
sim_600,近未来,肉体,男,85,7550000,0,100,34,0,7,87,13,10,15,病死,1,0,0
sim_601,昭和,運,男,71,930000,41,100,32,47,6,11,13,10,23,老衰,0,0,0
sim_602,令和,頭脳,男,77,2600000,0,100,33,0,75,14,9,7,5,病死,0,0,0
sim_603,令和,運,女,76,2450000,0,100,33,50,10,11,10,12,22,病死,0,0,0
sim_604,近未来,センス,男,78,5940000,0,100,33,0,15,9,9,83,14,病死,0,0,0
sim_605,昭和,頭脳,女,78,1490000,0,100,33,0,84,15,13,5,14,病死,0,0,0
sim_606,平成,コミュ,男,75,2000000,12,100,33,0,9,7,85,5,14,寿命,0,0,0
sim_607,昭和,頭脳,男,80,1650000,0,100,33,0,82,13,7,9,11,病死,1,0,0
sim_608,平成,頭脳,男,78,2390000,0,100,33,0,85,13,15,14,5,病死,0,0,0
sim_609,近未来,センス,女,67,3410000,37,100,32,0,14,7,8,68,15,老衰,0,0,0
sim_610,近未来,肉体,女,84,7320000,0,100,33,0,6,89,10,9,14,病死,1,0,0
sim_611,令和,頭脳,男,77,2600000,0,100,33,0,81,7,9,14,7,病死,0,0,0
sim_612,近未来,肉体,女,86,7780000,0,100,34,0,10,86,8,13,8,病死,1,0,0
sim_613,近未来,肉体,女,84,7320000,0,100,33,0,9,81,9,13,6,病死,1,0,0
sim_614,平成,センス,女,73,1740000,16,100,33,0,13,5,13,78,6,寿命,0,0,0
sim_615,令和,センス,女,79,2900000,0,100,33,0,7,5,6,85,14,病死,0,0,0
sim_616,平成,運,男,78,2390000,0,100,33,50,9,14,6,9,29,病死,0,0,0
sim_617,平成,頭脳,男,77,2260000,0,100,33,0,82,13,15,15,6,病死,0,0,0
