char_id,era,strength,gender,final_age,final_asset,final_health,final_happiness,final_status,final_humanity,peak_brain,peak_body,peak_social,peak_sense,peak_luck,death_cause,reached_age_80,bankrupt,events_fired
sim_74,近未来,コミュ,男,79,6170000,0,100,33,0,6,9,85,9,10,病死,0,0,79
sim_75,昭和,センス,男,81,1730000,0,100,33,0,9,5,8,87,14,病死,1,0,81
sim_76,平成,頭脳,男,81,2780000,0,100,33,0,83,14,9,10,8,病死,1,0,81
sim_77,令和,肉体,男,89,4400000,0,100,34,0,13,88,12,7,14,病死,1,0,89
sim_78,近未来,肉体,男,87,8010000,0,100,34,0,12,93,12,7,10,病死,1,0,87
sim_79,令和,センス,男,82,3350000,0,100,33,0,11,11,13,78,6,病死,1,0,82
sim_80,昭和,センス,男,77,1410000,27,100,33,0,6,6,7,80,15,寿命,0,0,77
sim_81,平成,コミュ,男,84,3170000,0,100,33,0,7,15,82,5,14,病死,1,0,84
sim_82,平成,センス,女,81,2780000,0,100,33,0,7,5,7,85,7,病死,1,0,81
sim_83,令和,頭脳,男,81,3200000,0,100,33,0,84,6,14,10,10,病死,1,0,81
sim_84,近未来,頭脳,女,82,6860000,0,100,33,0,81,15,6,5,11,病死,1,0,82
sim_85,平成,頭脳,男,80,2650000,0,100,33,0,85,14,11,14,14,病死,1,0,80
sim_86,令和,肉体,女,82,3350000,21,100,33,0,8,80,13,10,8,寿命,1,0,82
sim_87,平成,センス,男,81,2780000,0,100,33,0,12,7,13,80,12,病死,1,0,81
sim_88,令和,運,女,83,3500000,0,100,33,50,14,12,13,6,60,病死,1,0,83
sim_89,平成,センス,女,81,2780000,0,100,33,0,12,10,9,82,8,病死,1,0,81
sim_90,令和,肉体,女,84,3650000,23,100,33,0,9,85,6,7,13,寿命,1,0,84
sim_91,令和,センス,男,80,3050000,0,100,33,0,13,5,13,89,12,病死,1,0,80
sim_92,平成,肉体,女,88,3690000,5,100,34,0,6,81,11,6,6,寿命,1,0,88
sim_93,平成,頭脳,男,83,3040000,0,100,33,0,79,5,13,7,10,病死,1,0,83
sim_94,令和,頭脳,女,82,3350000,0,100,33,0,83,11,13,11,13,病死,1,0,82
sim_95,平成,頭脳,女,27,50000,100,100,29,0,38,6,12,6,8,老衰,0,0,27
sim_96,平成,センス,男,82,2910000,0,100,33,0,5,12,6,87,12,病死,1,0,82
sim_97,昭和,頭脳,男,83,1890000,0,100,33,0,75,8,8,6,6,病死,1,0,83
sim_98,令和,センス,女,81,3200000,0,100,33,0,9,11,8,86,15,病死,1,0,81
sim_99,昭和,頭脳,女,73,1090000,27,100,33,0,77,14,14,7,10,寿命,0,0,73
sim_100,令和,肉体,女,90,4550000,0,100,34,0,7,91,11,11,10,病死,1,0,90
sim_101,平成,コミュ,男,82,2910000,0,100,33,0,6,15,86,8,14,病死,1,0,82
sim_102,令和,コミュ,男,82,3350000,0,100,33,0,15,12,81,12,13,病死,1,0,82
sim_103,近未来,肉体,女,88,8240000,0,100,34,0,10,77,15,15,7,病死,1,0,88
sim_104,令和,センス,女,80,3050000,0,100,33,0,14,14,5,87,9,病死,1,0,80
sim_105,近未来,運,女,81,6630000,0,100,33,50,11,5,5,10,56,病死,1,0,81
sim_106,昭和,肉体,女,80,1650000,29,100,33,0,6,79,6,15,5,寿命,1,0,80
sim_107,近未来,運,男,81,6630000,0,100,33,50,8,5,8,14,54,病死,1,0,81
sim_108,令和,運,男,80,3050000,0,100,33,50,9,11,14,7,57,病死,1,0,80
sim_109,近未来,コミュ,男,82,6860000,0,100,33,0,9,9,92,6,8,病死,1,0,82
sim_110,令和,運,男,81,3200000,0,100,33,50,13,13,12,14,57,病死,1,0,81
sim_111,令和,コミュ,女,44,50000,94,100,30,0,12,13,55,5,5,老衰,0,0,44
sim_112,昭和,頭脳,女,81,1730000,0,100,33,0,89,7,15,9,6,病死,1,0,81
sim_113,近未来,頭脳,女,80,6400000,0,100,33,0,82,6,10,10,9,病死,1,0,80
sim_114,近未来,コミュ,女,80,6400000,0,100,33,0,8,14,85,5,7,病死,1,0,80
sim_115,昭和,肉体,女,82,1810000,17,100,33,0,10,85,9,7,11,寿命,1,0,82
sim_116,令和,頭脳,女,83,3500000,0,100,33,0,84,8,10,6,8,病死,1,0,83
sim_117,昭和,運,女,77,1410000,9,100,33,50,8,5,10,13,48,寿命,0,0,77
sim_118,昭和,肉体,女,7,50000,100,73,29,0,10,21,11,6,5,老衰,0,0,7
sim_119,近未来,運,男,81,6630000,0,100,33,50,14,5,6,14,54,病死,1,0,81
sim_120,昭和,運,女,78,1490000,15,100,33,50,14,15,15,6,59,寿命,0,0,78
sim_121,平成,肉体,女,82,2910000,21,100,33,0,8,83,11,13,11,寿命,1,0,82
sim_122,昭和,頭脳,女,73,1090000,25,100,33,0,80,11,14,6,8,寿命,0,0,73
sim_123,平成,頭脳,男,71,1480000,42,100,32,0,69,13,9,8,13,老衰,0,0,71
sim_124,平成,運,男,81,2780000,0,100,33,50,8,11,8,7,56,病死,1,0,81
sim_125,令和,コミュ,女,80,3050000,0,100,33,0,11,9,88,13,14,病死,1,0,80
sim_126,近未来,運,男,84,7320000,0,100,33,50,6,9,10,12,53,病死,1,0,84
sim_127,令和,運,女,84,3650000,0,100,33,50,15,6,5,6,50,病死,1,0,84
sim_128,昭和,肉体,女,73,1090000,54,100,33,0,7,75,15,14,12,寿命,0,0,73
sim_129,近未来,肉体,男,89,8470000,0,100,34,0,14,91,6,14,7,病死,1,0,89
sim_130,令和,運,女,81,3200000,0,100,33,50,14,14,5,5,54,病死,1,0,81
sim_131,令和,頭脳,女,84,3650000,0,100,33,0,81,5,11,12,15,病死,1,0,84
sim_132,近未来,運,男,79,6170000,0,100,33,50,5,14,12,11,57,病死,0,0,79
sim_133,昭和,肉体,女,76,1330000,41,100,33,0,12,76,5,8,12,寿命,0,0,76
sim_134,昭和,センス,男,84,1970000,0,100,33,0,9,12,9,80,11,病死,1,0,84
sim_135,昭和,コミュ,女,79,1570000,0,100,33,0,13,10,82,13,13,病死,0,0,79
sim_136,平成,コミュ,男,80,2650000,5,100,33,0,5,12,84,13,5,寿命,1,0,80
sim_137,昭和,センス,女,76,1330000,9,100,33,0,9,11,15,80,11,寿命,0,0,76
sim_138,令和,頭脳,男,13,50000,100,93,28,0,35,14,5,13,14,老衰,0,0,13
sim_139,昭和,コミュ,女,76,1330000,27,100,33,0,6,15,80,6,15,寿命,0,0,76
sim_140,昭和,運,女,82,1810000,0,100,33,50,6,13,14,13,56,病死,1,0,82
sim_141,令和,肉体,女,91,4700000,1,100,34,0,14,81,15,11,6,寿命,1,0,91
sim_142,平成,センス,女,83,3040000,0,100,33,0,8,9,8,78,9,病死,1,0,83
sim_143,平成,運,男,82,2910000,0,100,33,50,5,10,10,9,52,病死,1,0,82
sim_144,昭和,運,女,83,1890000,0,100,33,50,5,11,5,13,54,病死,1,0,83
sim_145,平成,肉体,女,87,3560000,0,100,34,0,8,92,6,13,5,病死,1,0,87
sim_146,近未来,運,男,81,6630000,0,100,33,50,11,5,5,8,56,病死,1,0,81
sim_147,令和,頭脳,男,83,3500000,0,100,33,0,85,6,9,12,8,病死,1,0,83
sim_148,近未来,センス,男,84,7320000,0,100,33,0,6,15,5,81,10,病死,1,0,84
sim_149,令和,肉体,女,80,3050000,33,100,33,0,5,81,8,12,9,寿命,1,0,80
sim_150,平成,肉体,男,84,3170000,19,100,33,0,14,82,7,6,6,寿命,1,0,84
sim_151,平成,センス,女,82,2910000,0,100,33,0,8,5,15,85,10,病死,1,0,82
sim_152,令和,コミュ,男,80,3050000,0,100,33,0,12,14,85,13,6,病死,1,0,80
sim_153,令和,肉体,女,70,1550000,61,100,32,0,7,70,15,15,10,老衰,0,0,70
sim_154,平成,センス,女,78,2390000,0,100,33,0,8,7,8,92,9,病死,0,0,78
sim_155,近未来,コミュ,女,81,6630000,0,100,33,0,5,11,90,7,14,病死,1,0,81
sim_156,令和,コミュ,女,84,3650000,0,100,33,0,14,12,90,11,12,病死,1,0,84
sim_157,平成,センス,男,53,50000,89,100,31,0,14,7,8,61,14,老衰,0,0,53
sim_158,令和,コミュ,女,79,2900000,18,100,33,0,13,10,86,8,13,寿命,0,0,79
sim_159,令和,センス,女,83,3500000,0,100,33,0,14,8,8,81,11,病死,1,0,83
sim_160,令和,コミュ,女,85,3800000,0,100,34,0,13,11,86,7,14,病死,1,0,85
sim_161,近未来,コミュ,男,81,6630000,0,100,33,0,6,12,84,5,8,病死,1,0,81
sim_162,令和,運,女,80,3050000,0,100,33,50,8,6,12,9,54,病死,1,0,80
sim_163,平成,頭脳,男,83,3040000,0,100,33,0,75,14,10,5,15,病死,1,0,83
sim_164,昭和,センス,女,83,1890000,0,100,33,0,6,5,13,86,14,病死,1,0,83
sim_165,平成,センス,男,69,1220000,53,100,32,0,5,14,12,73,6,老衰,0,0,69
sim_166,平成,コミュ,男,73,1740000,32,100,33,0,15,15,76,11,7,老衰,0,0,73
sim_167,平成,運,男,82,2910000,0,100,33,50,7,14,12,8,48,病死,1,0,82
sim_168,平成,センス,女,84,3170000,0,100,33,0,15,6,14,86,6,病死,1,0,84
sim_169,昭和,コミュ,男,81,1730000,0,100,33,0,10,7,89,8,10,病死,1,0,81
sim_170,平成,肉体,女,81,2780000,35,100,33,0,15,77,5,13,7,寿命,1,0,81
sim_171,令和,運,女,81,3200000,0,100,33,50,10,13,9,15,61,病死,1,0,81
sim_172,令和,肉体,女,80,3050000,35,100,33,0,8,85,6,8,15,寿命,1,0,80
sim_173,令和,センス,男,81,3200000,0,100,33,0,6,15,14,90,6,病死,1,0,81
sim_174,近未来,運,男,80,6400000,0,100,33,50,9,10,15,8,63,病死,1,0,80
sim_175,近未来,センス,男,81,6630000,0,100,33,0,12,6,6,91,13,病死,1,0,81
sim_176,昭和,センス,男,81,1730000,0,100,33,0,10,14,12,83,10,病死,1,0,81
sim_177,近未来,肉体,女,91,8930000,0,100,34,0,5,89,7,6,8,病死,1,0,91
sim_178,昭和,コミュ,女,84,1970000,0,100,33,0,15,10,81,10,6,病死,1,0,84
sim_179,近未来,コミュ,男,81,6630000,0,100,33,0,13,6,90,12,13,病死,1,0,81
sim_180,近未来,コミュ,女,16,50000,100,100,28,0,6,15,32,13,5,老衰,0,0,16
sim_181,令和,頭脳,女,84,3650000,0,100,33,0,73,7,6,6,9,病死,1,0,84
sim_182,平成,肉体,男,87,3560000,11,100,34,0,9,82,15,11,15,寿命,1,0,87
sim_183,令和,運,女,83,3500000,0,100,33,50,10,13,6,7,51,病死,1,0,83
sim_184,平成,肉体,女,86,3430000,9,100,34,0,7,86,7,8,5,寿命,1,0,86
sim_185,令和,運,男,81,3200000,0,100,33,50,9,5,15,12,53,病死,1,0,81
sim_186,令和,頭脳,女,80,3050000,0,100,33,0,88,9,7,10,9,病死,1,0,80
sim_187,令和,コミュ,男,80,3050000,0,100,33,0,13,12,78,6,8,病死,1,0,80
sim_188,近未来,コミュ,女,83,7090000,0,100,33,0,10,11,93,15,9,病死,1,0,83
sim_189,令和,コミュ,男,82,3350000,0,100,33,0,14,15,86,9,8,病死,1,0,82
sim_190,令和,肉体,男,90,4550000,0,100,34,0,7,82,5,10,5,病死,1,0,90
sim_191,近未来,肉体,男,93,9390000,3,100,34,0,13,79,12,7,5,寿命,1,0,93
sim_192,昭和,肉体,男,78,1490000,41,100,33,0,10,82,12,14,11,寿命,0,0,78
sim_193,昭和,頭脳,男,76,1330000,15,100,33,0,83,6,12,12,13,寿命,0,0,76
sim_194,令和,コミュ,女,81,3200000,0,100,33,0,10,11,89,7,13,病死,1,0,81
sim_195,令和,センス,女,80,3050000,0,100,33,0,10,13,14,84,10,病死,1,0,80
sim_196,平成,肉体,男,79,2520000,37,100,33,0,8,80,7,13,15,寿命,0,0,79
sim_197,平成,肉体,女,88,3690000,0,100,34,0,14,92,13,10,10,病死,1,0,88
sim_198,近未来,コミュ,男,84,7320000,0,100,33,0,13,10,85,12,12,病死,1,0,84
sim_199,近未来,コミュ,男,85,7550000,0,100,34,0,6,15,82,8,10,病死,1,0,85
sim_200,平成,頭脳,女,82,2910000,0,100,33,0,78,9,11,15,9,病死,1,0,82
sim_201,平成,頭脳,女,82,2910000,0,100,33,0,91,13,5,6,11,病死,1,0,82
sim_202,昭和,センス,男,79,1570000,20,100,33,0,8,8,13,78,10,寿命,0,0,79
sim_203,平成,肉体,男,84,3170000,25,100,33,0,9,73,10,13,6,寿命,1,0,84
sim_204,昭和,頭脳,男,78,1490000,12,100,33,0,78,13,13,9,13,寿命,0,0,78
sim_205,昭和,肉体,女,89,2370000,0,100,34,0,13,97,12,14,15,病死,1,0,89
sim_206,昭和,運,女,81,1730000,0,100,33,50,13,11,13,9,58,病死,1,0,81
sim_207,令和,頭脳,男,83,3500000,0,100,33,0,77,10,8,7,15,病死,1,0,83
sim_208,近未来,肉体,男,91,8930000,0,100,34,0,8,78,5,14,5,病死,1,0,91
sim_209,近未来,コミュ,男,79,6170000,0,100,33,0,5,14,86,7,7,病死,0,0,79
sim_210,近未来,頭脳,女,82,6860000,0,100,33,0,81,14,14,5,13,病死,1,0,82
sim_211,平成,センス,男,84,3170000,0,100,33,0,8,14,11,80,12,病死,1,0,84
sim_212,昭和,頭脳,女,82,1810000,0,100,33,0,79,9,14,5,10,病死,1,0,82
sim_213,近未来,頭脳,男,84,7320000,0,100,33,0,85,11,6,7,7,病死,1,0,84
sim_214,平成,コミュ,男,81,2780000,0,100,33,0,10,13,87,9,5,病死,1,0,81
sim_215,近未来,コミュ,男,83,7090000,0,100,33,0,5,9,82,14,12,病死,1,0,83
sim_216,近未来,肉体,男,91,8930000,0,100,34,0,13,84,14,9,10,病死,1,0,91
sim_217,近未来,頭脳,男,80,6400000,0,100,33,0,85,11,12,11,12,病死,1,0,80
sim_218,平成,センス,女,83,3040000,1,100,33,0,13,14,10,79,15,寿命,1,0,83
sim_219,令和,運,男,80,3050000,0,100,33,50,5,13,5,6,55,病死,1,0,80
sim_220,平成,頭脳,女,83,3040000,3,100,33,0,80,11,12,7,9,寿命,1,0,83
sim_221,令和,運,女,78,2750000,0,100,33,50,13,14,12,5,54,病死,0,0,78
sim_222,令和,肉体,男,90,4550000,0,100,34,0,10,88,12,13,12,病死,1,0,90
sim_223,平成,肉体,女,91,4080000,0,100,34,0,14,95,5,15,13,病死,1,0,91
sim_224,近未来,運,女,80,6400000,0,100,33,50,14,14,8,9,59,病死,1,0,80
sim_225,昭和,肉体,女,80,1650000,33,100,33,0,13,76,8,14,8,寿命,1,0,80
sim_226,近未来,運,男,84,7320000,0,100,33,50,5,6,13,5,51,病死,1,0,84
sim_227,平成,頭脳,女,81,2780000,0,100,33,0,82,7,10,8,5,病死,1,0,81
sim_228,近未来,頭脳,男,83,7090000,0,100,33,0,80,11,13,14,6,病死,1,0,83
sim_229,昭和,頭脳,女,80,1650000,0,100,33,0,84,6,8,7,8,病死,1,0,80
sim_230,令和,頭脳,女,82,3350000,0,100,33,0,90,6,5,10,7,病死,1,0,82
sim_231,昭和,肉体,男,88,2290000,0,100,34,0,11,88,9,10,9,病死,1,0,88
sim_232,昭和,肉体,女,93,2690000,0,100,34,0,7,87,5,14,8,病死,1,0,93
sim_233,昭和,肉体,女,70,850000,59,100,32,0,15,68,9,8,13,老衰,0,0,70
sim_234,平成,運,男,81,2780000,0,100,33,50,6,6,7,15,55,病死,1,0,81
sim_235,昭和,運,男,83,1890000,0,100,33,50,8,9,8,15,55,病死,1,0,83
sim_236,令和,センス,女,83,3500000,0,100,33,0,5,11,8,82,14,病死,1,0,83
sim_237,令和,センス,男,81,3200000,0,100,33,0,10,14,8,85,11,病死,1,0,81
sim_238,近未来,運,男,81,6630000,0,100,33,50,6,10,5,15,50,病死,1,0,81
sim_239,近未来,頭脳,女,79,6170000,0,100,33,0,82,15,12,14,6,病死,0,0,79
sim_240,平成,頭脳,女,83,3040000,0,100,33,0,85,9,6,12,6,病死,1,0,83
sim_241,昭和,コミュ,男,84,1970000,0,100,33,0,12,7,87,14,8,病死,1,0,84
sim_242,平成,センス,女,80,2650000,0,100,33,0,6,10,8,83,15,病死,1,0,80
sim_243,平成,運,男,83,3040000,0,100,33,50,10,8,12,8,58,病死,1,0,83
sim_244,近未来,運,女,81,6630000,0,100,33,50,11,5,12,5,57,病死,1,0,81
sim_245,平成,運,男,79,2520000,0,100,33,50,8,13,7,11,64,病死,0,0,79
sim_246,平成,センス,女,81,2780000,0,100,33,0,13,8,8,83,5,病死,1,0,81
sim_247,令和,コミュ,女,82,3350000,0,100,33,0,5,11,86,5,13,病死,1,0,82
sim_248,昭和,肉体,女,90,2450000,0,100,34,0,14,91,8,9,8,病死,1,0,90
sim_249,平成,コミュ,男,78,2390000,0,100,33,0,10,13,91,15,7,病死,0,0,78
sim_250,令和,コミュ,男,82,3350000,0,100,33,0,11,11,90,6,10,病死,1,0,82
sim_251,平成,運,女,81,2780000,0,100,33,50,7,12,12,14,59,病死,1,0,81
sim_252,令和,肉体,女,89,4400000,0,100,34,0,7,84,8,14,6,病死,1,0,89
sim_253,令和,センス,女,72,1850000,44,100,32,0,6,12,8,74,12,老衰,0,0,72
sim_254,近未来,運,男,80,6400000,0,100,33,50,9,5,7,12,58,病死,1,0,80
sim_255,令和,運,男,81,3200000,0,100,33,50,7,14,12,12,60,病死,1,0,81
sim_256,令和,肉体,女,91,4700000,0,100,34,0,7,89,7,12,10,病死,1,0,91
sim_257,令和,センス,男,81,3200000,0,100,33,0,14,13,10,89,11,病死,1,0,81
sim_258,令和,肉体,男,89,4400000,0,100,34,0,6,81,9,10,14,病死,1,0,89
sim_259,令和,コミュ,男,81,3200000,0,100,33,0,13,11,92,12,13,病死,1,0,81
sim_260,令和,運,女,84,3650000,0,100,33,50,5,8,5,15,59,病死,1,0,84
sim_261,昭和,センス,女,82,1810000,0,100,33,0,8,5,12,85,14,病死,1,0,82
sim_262,令和,コミュ,女,70,1550000,38,100,32,0,14,5,81,10,13,老衰,0,0,70
sim_263,昭和,コミュ,男,84,1970000,0,100,33,0,10,14,85,10,14,病死,1,0,84
sim_264,平成,肉体,女,89,3820000,0,100,34,0,6,85,13,13,6,病死,1,0,89
sim_265,近未来,センス,女,79,6170000,0,100,33,0,14,8,9,84,15,病死,0,0,79
sim_266,近未来,肉体,男,89,8470000,0,100,34,0,11,91,11,12,5,病死,1,0,89
sim_267,昭和,センス,女,59,50000,74,100,31,0,7,14,14,62,15,老衰,0,0,59
sim_268,昭和,コミュ,女,83,1890000,0,100,33,0,8,6,88,10,12,病死,1,0,83
sim_269,近未来,運,女,80,6400000,0,100,33,50,15,14,10,12,57,病死,1,0,80
sim_270,令和,頭脳,女,82,3350000,0,100,33,0,88,11,9,13,8,病死,1,0,82
sim_271,令和,運,男,83,3500000,0,100,33,50,8,5,14,9,54,病死,1,0,83
sim_272,平成,運,女,82,2910000,0,100,33,50,7,7,13,14,54,病死,1,0,82
sim_273,平成,頭脳,女,85,3300000,0,100,34,0,81,15,7,11,14,病死,1,0,85
sim_274,近未来,頭脳,男,81,6630000,0,100,33,0,90,5,11,11,9,病死,1,0,81
sim_275,平成,運,女,84,3170000,0,100,33,50,8,11,5,15,47,病死,1,0,84
sim_276,平成,センス,男,85,3300000,0,100,34,0,15,15,13,84,14,病死,1,0,85
sim_277,近未来,運,女,83,7090000,0,100,33,50,11,5,12,13,61,病死,1,0,83
sim_278,昭和,肉体,女,82,1810000,19,100,33,0,7,78,12,14,15,寿命,1,0,82
sim_279,近未来,運,男,84,7320000,0,100,33,50,7,7,6,10,59,病死,1,0,84
sim_280,平成,センス,女,80,2650000,0,100,33,0,11,15,12,84,8,病死,1,0,80
sim_281,平成,頭脳,女,80,2650000,0,100,33,0,88,8,5,13,7,病死,1,0,80
sim_282,昭和,センス,女,77,1410000,18,100,33,0,7,9,9,79,14,寿命,0,0,77
sim_283,平成,センス,男,81,2780000,0,100,33,0,5,12,14,84,6,病死,1,0,81
sim_284,近未来,頭脳,女,16,50000,100,100,28,0,28,5,12,8,10,老衰,0,0,16
sim_285,近未来,センス,女,78,5940000,0,100,33,0,14,5,9,92,12,病死,0,0,78
sim_286,平成,センス,男,83,3040000,0,100,33,0,9,13,12,81,11,病死,1,0,83
sim_287,昭和,コミュ,女,80,1650000,0,100,33,0,10,12,89,15,11,病死,1,0,80
sim_288,近未来,頭脳,女,80,6400000,0,100,33,0,90,15,12,12,12,病死,1,0,80
sim_289,昭和,運,男,82,1810000,0,100,33,50,14,9,7,9,59,病死,1,0,82
