char_id,era,strength,gender,final_age,final_asset,final_health,final_happiness,final_status,final_humanity,peak_brain,peak_body,peak_social,peak_sense,peak_luck,death_cause,reached_age_80,bankrupt,events_fired
sim_38,令和,センス,男,85,3800000,16,100,34,0,9,11,8,90,7,寿命,1,0,85
sim_39,近未来,頭脳,男,92,9160000,0,100,34,0,91,12,5,5,7,病死,1,0,92
sim_40,近未来,センス,女,88,8240000,12,100,34,0,14,12,6,98,8,寿命,1,0,88
sim_41,近未来,コミュ,男,92,9160000,0,100,34,0,12,5,100,13,8,病死,1,0,92
sim_42,昭和,コミュ,男,86,2130000,24,100,34,0,7,6,87,9,14,寿命,1,0,86
sim_43,近未来,肉体,女,93,9390000,26,100,34,0,9,88,13,8,5,寿命,1,0,93
sim_44,平成,運,男,91,4080000,0,100,34,50,5,5,6,10,57,病死,1,0,91
sim_45,令和,コミュ,男,88,4250000,7,100,34,0,9,5,95,5,6,寿命,1,0,88
sim_46,近未来,コミュ,男,90,8700000,14,100,34,0,7,8,92,7,10,寿命,1,0,90
sim_47,令和,肉体,女,97,5600000,24,100,35,0,15,88,9,7,13,寿命,1,0,97
sim_48,近未来,コミュ,男,85,7550000,16,100,34,0,13,14,93,12,9,寿命,1,0,85
sim_49,平成,頭脳,男,88,3690000,7,100,34,0,91,10,7,13,14,寿命,1,0,88
sim_50,昭和,コミュ,女,86,2130000,21,100,34,0,10,10,90,5,13,寿命,1,0,86
sim_51,近未来,運,男,91,8930000,0,100,34,50,9,9,5,11,54,病死,1,0,91
sim_52,令和,センス,女,80,3050000,34,100,33,0,6,9,14,82,13,老衰,1,0,80
sim_53,平成,コミュ,女,92,4210000,0,100,34,0,14,7,98,12,6,病死,1,0,92
sim_54,近未来,運,男,93,9390000,0,100,34,50,15,10,8,14,60,病死,1,0,93
sim_55,近未来,頭脳,女,91,8930000,0,100,34,0,90,7,5,5,6,病死,1,0,91
sim_56,平成,頭脳,男,87,3560000,21,100,34,0,84,10,11,15,10,寿命,1,0,87
sim_57,昭和,センス,女,92,2610000,0,100,34,0,15,12,9,94,13,病死,1,0,92
sim_58,令和,肉体,男,94,5150000,29,100,34,0,13,92,9,15,15,寿命,1,0,94
sim_59,令和,コミュ,男,94,5150000,0,100,34,0,15,5,95,7,5,病死,1,0,94
sim_60,平成,頭脳,女,89,3820000,19,100,34,0,92,10,13,14,15,寿命,1,0,89
sim_61,平成,コミュ,男,91,4080000,0,100,34,0,9,8,95,9,15,病死,1,0,91
sim_62,令和,コミュ,女,91,4700000,0,100,34,0,6,14,93,10,6,病死,1,0,91
sim_63,昭和,肉体,女,78,1490000,61,100,33,0,13,83,10,13,6,寿命,0,0,78
sim_64,近未来,センス,女,96,10080000,7,100,34,0,9,6,7,87,6,寿命,1,0,96
sim_65,昭和,センス,女,75,1250000,53,100,33,0,14,11,12,68,8,老衰,0,0,75
sim_66,令和,肉体,男,97,5600000,16,100,35,0,8,84,5,15,12,寿命,1,0,97
sim_67,令和,頭脳,女,94,5150000,0,100,34,0,87,12,5,10,15,病死,1,0,94
sim_68,近未来,センス,女,91,8930000,0,100,34,0,8,6,10,94,13,病死,1,0,91
sim_69,昭和,コミュ,女,86,2130000,9,100,34,0,12,15,96,8,7,寿命,1,0,86
sim_70,昭和,運,男,84,1970000,18,100,33,50,9,12,13,11,57,寿命,1,0,84
sim_71,令和,肉体,男,89,4400000,38,100,34,0,10,86,5,8,15,寿命,1,0,89
sim_72,令和,肉体,女,96,5450000,25,100,34,0,13,91,9,6,11,寿命,1,0,96
sim_73,平成,運,女,95,4600000,0,100,34,50,15,12,8,5,59,病死,1,0,95
sim_74,近未来,運,女,93,9390000,0,100,34,50,14,7,14,7,66,病死,1,0,93
sim_75,平成,肉体,女,101,5380000,0,100,35,0,11,100,5,9,6,病死,1,0,101
sim_76,平成,コミュ,男,85,3300000,23,100,34,0,13,12,86,13,5,寿命,1,0,85
sim_77,令和,頭脳,女,94,5150000,0,100,34,0,99,14,12,9,10,病死,1,0,94
sim_78,昭和,運,女,92,2610000,0,100,34,50,12,14,14,15,61,病死,1,0,92
sim_79,令和,運,男,96,5450000,0,100,34,50,14,7,15,8,60,病死,1,0,96
sim_80,令和,センス,男,92,4850000,0,100,34,0,9,13,6,91,10,病死,1,0,92
sim_81,昭和,コミュ,男,83,1890000,32,100,33,0,5,5,82,7,14,寿命,1,0,83
sim_82,昭和,センス,女,92,2610000,0,100,34,0,14,8,9,92,15,病死,1,0,92
sim_83,近未来,頭脳,女,91,8930000,0,100,34,0,91,5,11,12,7,病死,1,0,91
sim_84,昭和,コミュ,男,82,1810000,35,100,33,0,11,11,88,9,15,寿命,1,0,82
sim_85,平成,運,男,83,3040000,23,100,33,50,8,9,11,13,57,寿命,1,0,83
sim_86,平成,頭脳,女,84,3170000,26,100,33,0,86,14,10,14,5,寿命,1,0,84
sim_87,近未来,頭脳,男,97,10310000,0,100,35,0,84,15,6,8,11,病死,1,0,97
sim_88,近未来,コミュ,女,88,8240000,2,100,34,0,10,8,93,6,10,寿命,1,0,88
sim_89,昭和,運,男,94,2770000,4,100,34,50,11,6,11,10,61,寿命,1,0,94
sim_90,令和,運,女,92,4850000,0,100,34,50,14,10,12,11,61,病死,1,0,92
sim_91,昭和,頭脳,男,90,2450000,0,100,34,0,93,10,10,13,8,病死,1,0,90
sim_92,平成,頭脳,男,91,4080000,0,100,34,0,96,14,11,12,8,病死,1,0,91
sim_93,昭和,コミュ,男,91,2530000,27,100,34,0,10,12,78,7,15,寿命,1,0,91
sim_94,令和,頭脳,女,91,4700000,5,100,34,0,93,13,9,13,12,寿命,1,0,91
sim_95,令和,肉体,女,25,50000,100,100,29,0,8,36,9,15,15,老衰,0,0,25
sim_96,近未来,肉体,男,100,11000000,15,100,35,0,7,94,10,15,11,寿命,1,0,100
sim_97,令和,運,女,95,5300000,0,100,34,50,11,13,12,15,62,病死,1,0,95
sim_98,令和,コミュ,女,88,4250000,0,100,34,0,12,9,95,12,10,病死,1,0,88
sim_99,平成,頭脳,男,90,3950000,0,100,34,0,89,5,13,6,14,病死,1,0,90
sim_100,近未来,頭脳,女,92,9160000,0,100,34,0,97,9,13,10,8,病死,1,0,92
sim_101,平成,コミュ,女,90,3950000,2,100,34,0,8,10,94,8,9,寿命,1,0,90
sim_102,昭和,運,男,89,2370000,5,100,34,50,8,6,10,5,53,寿命,1,0,89
sim_103,令和,コミュ,男,89,4400000,0,100,34,0,8,11,87,5,15,病死,1,0,89
sim_104,平成,センス,女,91,4080000,10,100,34,0,10,6,11,88,10,寿命,1,0,91
sim_105,昭和,コミュ,男,38,50000,100,100,30,0,15,10,48,15,6,老衰,0,0,38
sim_106,平成,運,男,94,4470000,0,100,34,50,7,14,14,7,62,病死,1,0,94
sim_107,昭和,運,女,94,2770000,0,100,34,50,10,13,11,5,64,病死,1,0,94
sim_108,昭和,頭脳,男,92,2610000,0,100,34,0,91,14,9,7,6,病死,1,0,92
sim_109,昭和,肉体,女,94,2770000,29,100,34,0,14,88,8,13,14,寿命,1,0,94
sim_110,平成,運,女,88,3690000,0,100,34,50,11,10,14,6,54,病死,1,0,88
sim_111,昭和,運,男,89,2370000,0,100,34,50,8,13,7,10,63,病死,1,0,89
sim_112,昭和,肉体,女,95,2850000,28,100,34,0,12,86,14,15,9,寿命,1,0,95
sim_113,昭和,運,男,76,1330000,56,100,33,50,14,9,13,7,48,老衰,0,0,76
sim_114,昭和,頭脳,女,88,2290000,21,100,34,0,81,6,7,11,11,寿命,1,0,88
sim_115,近未来,コミュ,女,91,8930000,0,100,34,0,5,8,90,11,5,病死,1,0,91
sim_116,昭和,センス,男,74,1170000,44,100,33,0,10,13,8,82,13,寿命,0,0,74
sim_117,昭和,コミュ,男,85,2050000,28,100,34,0,5,6,77,8,10,寿命,1,0,85
sim_118,近未来,運,男,92,9160000,0,100,34,50,9,5,12,11,54,病死,1,0,92
sim_119,平成,頭脳,女,89,3820000,2,100,34,0,88,8,14,13,5,寿命,1,0,89
sim_120,昭和,コミュ,女,85,2050000,19,100,34,0,6,6,89,8,5,寿命,1,0,85
sim_121,令和,運,男,91,4700000,1,100,34,50,15,9,6,12,64,寿命,1,0,91
sim_122,近未来,センス,女,91,8930000,0,100,34,0,9,11,7,86,8,病死,1,0,91
sim_123,平成,センス,男,87,3560000,11,100,34,0,13,9,8,93,15,寿命,1,0,87
sim_124,昭和,頭脳,男,91,2530000,10,100,34,0,92,15,10,7,9,寿命,1,0,91
sim_125,令和,肉体,女,99,5900000,16,100,35,0,6,87,5,8,9,寿命,1,0,99
sim_126,昭和,コミュ,女,89,2370000,16,100,34,0,7,11,85,5,12,寿命,1,0,89
sim_127,平成,コミュ,女,78,2390000,38,100,33,0,6,10,84,9,5,寿命,0,0,78
sim_128,近未来,コミュ,女,92,9160000,0,100,34,0,14,7,88,10,5,病死,1,0,92
sim_129,昭和,運,女,87,2210000,2,100,34,50,8,7,8,7,59,寿命,1,0,87
sim_130,平成,運,男,89,3820000,0,100,34,50,10,5,15,12,59,病死,1,0,89
sim_131,近未来,センス,男,90,8700000,5,100,34,0,12,8,5,95,5,寿命,1,0,90
sim_132,近未来,肉体,女,82,6860000,51,100,33,0,7,86,7,5,11,老衰,1,0,82
sim_133,昭和,コミュ,男,87,2210000,20,100,34,0,10,14,96,7,6,寿命,1,0,87
sim_134,近未来,運,男,89,8470000,0,100,34,50,5,6,13,14,59,病死,1,0,89
sim_135,昭和,頭脳,男,85,2050000,22,100,34,0,83,6,13,6,8,寿命,1,0,85
sim_136,令和,肉体,女,91,4700000,28,100,34,0,8,99,5,7,6,寿命,1,0,91
sim_137,近未来,頭脳,男,91,8930000,0,100,34,0,92,13,12,8,15,病死,1,0,91
sim_138,昭和,頭脳,女,88,2290000,24,100,34,0,87,5,8,6,13,寿命,1,0,88
sim_139,昭和,コミュ,男,85,2050000,23,100,34,0,7,9,92,9,9,寿命,1,0,85
sim_140,昭和,コミュ,男,91,2530000,0,100,34,0,13,13,98,9,10,病死,1,0,91
sim_141,令和,コミュ,男,87,4100000,14,100,34,0,12,8,87,5,5,寿命,1,0,87
sim_142,昭和,運,男,85,2050000,27,100,34,50,8,6,10,8,49,寿命,1,0,85
sim_143,昭和,センス,男,86,2130000,19,100,34,0,6,7,8,81,12,寿命,1,0,86
sim_144,近未来,コミュ,男,88,8240000,8,100,34,0,7,6,97,13,14,寿命,1,0,88
sim_145,近未来,運,男,96,10080000,0,100,34,50,11,7,15,13,53,病死,1,0,96
sim_146,平成,肉体,男,93,4340000,34,100,34,0,14,83,11,14,5,寿命,1,0,93
sim_147,近未来,頭脳,女,32,400000,100,100,29,0,49,15,5,9,14,老衰,0,0,32
sim_148,近未来,頭脳,男,92,9160000,0,100,34,0,89,11,12,15,9,病死,1,0,92
sim_149,昭和,頭脳,女,88,2290000,19,100,34,0,84,8,6,6,15,寿命,1,0,88
sim_150,近未来,肉体,女,100,11000000,15,100,35,0,6,100,6,11,10,寿命,1,0,100
sim_151,昭和,運,男,92,2610000,0,100,34,50,11,10,12,8,62,病死,1,0,92
sim_152,令和,運,女,91,4700000,0,100,34,50,12,9,13,6,55,病死,1,0,91
sim_153,昭和,肉体,女,88,2290000,45,100,34,0,8,84,9,15,7,寿命,1,0,88
sim_154,近未来,肉体,男,98,10540000,17,100,35,0,11,96,13,15,10,寿命,1,0,98
sim_155,近未来,肉体,男,97,10310000,10,100,35,0,15,93,5,5,9,寿命,1,0,97
sim_156,昭和,頭脳,女,92,2610000,0,100,34,0,82,11,15,9,15,病死,1,0,92
sim_157,昭和,肉体,女,91,2530000,38,100,34,0,5,90,5,15,5,寿命,1,0,91
sim_158,平成,センス,女,96,4730000,0,100,34,0,5,15,8,93,11,病死,1,0,96
sim_159,近未来,センス,女,90,8700000,0,100,34,0,5,10,9,98,10,病死,1,0,90
sim_160,近未来,頭脳,女,89,8470000,0,100,34,0,92,9,6,6,12,病死,1,0,89
sim_161,昭和,頭脳,男,89,2370000,17,100,34,0,86,8,12,13,8,寿命,1,0,89
sim_162,近未来,コミュ,男,92,9160000,0,100,34,0,10,8,89,15,5,病死,1,0,92
sim_163,近未来,センス,男,93,9390000,0,100,34,0,14,8,15,88,6,病死,1,0,93
sim_164,近未来,頭脳,女,92,9160000,0,100,34,0,94,10,15,12,5,病死,1,0,92
sim_165,平成,コミュ,男,90,3950000,8,100,34,0,8,15,89,5,14,寿命,1,0,90
sim_166,昭和,肉体,男,73,1090000,73,100,33,0,7,72,12,9,6,老衰,0,0,73
sim_167,近未来,頭脳,女,88,8240000,0,100,34,0,92,11,8,12,13,病死,1,0,88
sim_168,令和,肉体,男,103,6500000,0,100,35,0,15,94,10,12,5,病死,1,0,103
sim_169,令和,肉体,女,101,6200000,2,100,35,0,14,100,12,5,10,寿命,1,0,101
sim_170,令和,コミュ,女,95,5300000,2,100,34,0,12,9,88,7,15,寿命,1,0,95
sim_171,平成,コミュ,男,86,3430000,14,100,34,0,9,6,91,12,15,寿命,1,0,86
sim_172,昭和,肉体,男,83,1890000,57,100,33,0,15,86,13,11,8,寿命,1,0,83
sim_173,平成,運,男,91,4080000,9,100,34,50,9,11,10,5,60,寿命,1,0,91
sim_174,近未来,頭脳,男,90,8700000,0,100,34,0,87,13,14,5,15,病死,1,0,90
sim_175,昭和,運,男,91,2530000,0,100,34,50,13,15,14,9,61,病死,1,0,91
sim_176,令和,頭脳,女,89,4400000,6,100,34,0,88,15,11,13,8,寿命,1,0,89
sim_177,令和,運,男,95,5300000,0,100,34,50,12,15,7,7,55,病死,1,0,95
sim_178,昭和,頭脳,男,81,1730000,37,100,33,0,77,15,13,13,7,寿命,1,0,81
sim_179,昭和,肉体,男,88,2290000,43,100,34,0,10,86,8,9,11,寿命,1,0,88
sim_180,昭和,肉体,男,90,2450000,41,100,34,0,6,84,13,13,11,寿命,1,0,90
sim_181,令和,肉体,女,104,6650000,5,100,35,0,6,93,14,12,14,寿命,1,0,104
sim_182,昭和,センス,女,85,2050000,34,100,34,0,8,9,15,80,13,寿命,1,0,85
sim_183,昭和,センス,女,82,1810000,26,100,33,0,6,14,14,90,7,寿命,1,0,82
sim_184,令和,頭脳,男,94,5150000,10,100,34,0,86,7,8,6,6,寿命,1,0,94
sim_185,近未来,運,男,94,9620000,0,100,34,50,8,5,6,12,54,病死,1,0,94
sim_186,近未来,コミュ,男,94,9620000,0,100,34,0,8,14,87,12,8,病死,1,0,94
sim_187,平成,運,女,95,4600000,0,100,34,50,10,5,8,12,64,病死,1,0,95
sim_188,近未来,センス,女,95,9850000,0,100,34,0,10,9,15,91,5,病死,1,0,95
sim_189,令和,肉体,男,99,5900000,18,100,35,0,6,89,14,11,11,寿命,1,0,99
sim_190,平成,肉体,女,89,3820000,42,100,34,0,12,84,11,7,15,寿命,1,0,89
sim_191,近未来,肉体,男,93,9390000,30,100,34,0,13,90,6,9,13,寿命,1,0,93
sim_192,平成,頭脳,男,84,3170000,23,100,33,0,88,5,5,10,6,寿命,1,0,84
sim_193,令和,運,女,90,4550000,0,100,34,50,12,11,5,8,62,病死,1,0,90
sim_194,昭和,コミュ,男,91,2530000,6,100,34,0,8,8,89,13,10,寿命,1,0,91
sim_195,近未来,肉体,女,101,11230000,0,100,35,0,6,100,6,8,5,病死,1,0,101
sim_196,昭和,センス,男,87,2210000,20,100,34,0,9,13,15,88,15,寿命,1,0,87
sim_197,近未来,頭脳,男,84,7320000,13,100,33,0,96,7,7,15,12,寿命,1,0,84
sim_198,平成,コミュ,女,89,3820000,11,100,34,0,12,14,97,10,10,寿命,1,0,89
sim_199,昭和,運,男,90,2450000,5,100,34,50,5,5,9,15,67,寿命,1,0,90
sim_200,平成,運,女,90,3950000,1,100,34,50,14,10,11,7,56,寿命,1,0,90
sim_201,昭和,肉体,女,60,50000,89,100,31,0,11,60,6,5,5,老衰,0,0,60
sim_202,平成,頭脳,男,82,2910000,34,100,33,0,78,15,10,11,12,寿命,1,0,82
sim_203,平成,肉体,女,70,1350000,75,100,32,0,5,80,5,6,12,老衰,0,0,70
sim_204,昭和,頭脳,男,87,2210000,18,100,34,0,88,5,9,14,6,寿命,1,0,87
sim_205,平成,センス,女,89,3820000,1,100,34,0,5,7,12,93,9,寿命,1,0,89
sim_206,近未来,肉体,女,105,12150000,0,100,35,0,11,100,10,8,8,病死,1,0,105
sim_207,平成,肉体,男,95,4600000,18,100,34,0,15,100,11,5,7,寿命,1,0,95
sim_208,近未来,頭脳,女,96,10080000,0,100,34,0,87,7,6,5,10,病死,1,0,96
sim_209,昭和,運,女,87,2210000,11,100,34,50,7,15,9,6,57,寿命,1,0,87
sim_210,令和,肉体,女,106,6950000,0,100,35,0,7,100,5,14,10,病死,1,0,106
sim_211,近未来,センス,女,89,8470000,0,100,34,0,7,9,9,91,15,病死,1,0,89
sim_212,令和,頭脳,男,93,5000000,5,100,34,0,92,11,5,6,6,寿命,1,0,93
sim_213,近未来,肉体,女,97,10310000,16,100,35,0,12,94,10,14,6,寿命,1,0,97
sim_214,近未来,センス,男,88,8240000,0,100,34,0,11,5,14,93,7,病死,1,0,88
sim_215,近未来,肉体,男,96,10080000,15,100,34,0,8,97,6,7,15,寿命,1,0,96
sim_216,近未来,コミュ,女,95,9850000,0,100,34,0,13,5,99,7,11,病死,1,0,95
sim_217,令和,運,女,41,50000,100,100,30,29,13,11,5,8,34,老衰,0,0,41
sim_218,令和,肉体,女,91,4700000,26,100,34,0,8,88,12,7,15,寿命,1,0,91
sim_219,昭和,コミュ,男,72,1010000,47,100,32,0,10,10,81,14,8,老衰,0,0,72
sim_220,近未来,頭脳,男,94,9620000,0,100,34,0,90,13,11,13,14,病死,1,0,94
sim_221,平成,運,女,90,3950000,7,100,34,50,9,8,15,15,60,寿命,1,0,90
sim_222,昭和,コミュ,男,84,1970000,34,100,33,0,12,8,94,13,7,寿命,1,0,84
sim_223,近未来,コミュ,男,92,9160000,0,100,34,0,9,6,91,5,8,病死,1,0,92
sim_224,平成,コミュ,女,91,4080000,0,100,34,0,8,10,91,13,13,病死,1,0,91
sim_225,令和,コミュ,女,89,4400000,0,100,34,0,9,6,93,15,15,病死,1,0,89
sim_226,昭和,頭脳,女,68,690000,65,100,32,0,72,13,15,14,5,老衰,0,0,68
sim_227,近未来,頭脳,女,91,8930000,0,100,34,0,90,6,12,11,11,病死,1,0,91
sim_228,令和,コミュ,女,89,4400000,0,100,34,0,7,7,95,11,7,病死,1,0,89
sim_229,昭和,センス,男,86,2130000,28,100,34,0,14,7,6,88,13,寿命,1,0,86
sim_230,近未来,運,女,90,8700000,18,100,34,50,6,14,15,12,58,寿命,1,0,90
sim_231,平成,コミュ,女,90,3950000,5,100,34,0,7,15,92,6,14,寿命,1,0,90
sim_232,令和,センス,女,72,1850000,56,100,32,0,13,11,13,72,8,老衰,0,0,72
sim_233,昭和,コミュ,男,86,2130000,16,100,34,0,8,13,90,11,11,寿命,1,0,86
sim_234,令和,肉体,女,92,4850000,37,100,34,0,12,82,14,13,15,寿命,1,0,92
sim_235,令和,コミュ,女,94,5150000,0,100,34,0,8,13,97,12,10,病死,1,0,94
sim_236,令和,センス,女,93,5000000,0,100,34,0,6,14,13,93,13,病死,1,0,93
sim_237,昭和,頭脳,男,91,2530000,0,100,34,0,90,7,11,15,6,病死,1,0,91
sim_238,令和,コミュ,女,90,4550000,15,100,34,0,13,7,83,7,15,寿命,1,0,90
sim_239,平成,肉体,女,75,2000000,67,100,33,0,12,74,6,12,15,老衰,0,0,75
sim_240,近未来,頭脳,女,92,9160000,0,100,34,0,94,13,5,7,12,病死,1,0,92
sim_241,令和,肉体,男,106,6950000,1,100,35,0,13,100,11,15,11,寿命,1,0,106
sim_242,近未来,センス,男,92,9160000,0,100,34,0,9,7,6,93,15,病死,1,0,92
sim_243,令和,頭脳,男,92,4850000,0,100,34,0,99,9,9,12,13,病死,1,0,92
sim_244,昭和,運,女,92,2610000,0,100,34,50,5,7,5,10,59,病死,1,0,92
sim_245,令和,センス,女,85,3800000,31,100,34,0,15,12,13,90,8,寿命,1,0,85
sim_246,平成,運,男,90,3950000,0,100,34,50,15,6,7,6,54,病死,1,0,90
sim_247,平成,運,男,98,4990000,3,100,35,50,13,8,5,12,53,寿命,1,0,98
sim_248,平成,コミュ,女,94,4470000,6,100,34,0,10,6,82,15,7,寿命,1,0,94
sim_249,令和,センス,男,95,5300000,0,100,34,0,8,5,6,92,9,病死,1,0,95
sim_250,平成,センス,男,89,3820000,6,100,34,0,14,7,12,88,8,寿命,1,0,89
sim_251,近未来,頭脳,女,96,10080000,0,100,34,0,86,9,13,11,11,病死,1,0,96
sim_252,昭和,運,女,88,2290000,1,100,34,50,5,11,13,10,56,寿命,1,0,88
sim_253,令和,頭脳,女,95,5300000,0,100,34,0,92,9,14,7,12,病死,1,0,95
sim_254,近未来,肉体,男,101,11230000,16,100,35,0,5,91,13,9,6,寿命,1,0,101
sim_255,令和,コミュ,男,89,4400000,0,100,34,0,13,6,96,5,13,病死,1,0,89
sim_256,近未来,センス,男,93,9390000,0,100,34,0,9,5,14,95,14,病死,1,0,93
sim_257,昭和,コミュ,男,87,2210000,8,100,34,0,8,12,83,14,7,寿命,1,0,87
sim_258,昭和,コミュ,男,82,1810000,23,100,33,0,14,6,86,10,11,寿命,1,0,82
sim_259,令和,頭脳,男,86,3950000,24,100,34,0,87,9,5,11,14,寿命,1,0,86
sim_260,昭和,コミュ,男,89,2370000,20,100,34,0,9,14,85,11,14,寿命,1,0,89
sim_261,令和,頭脳,男,91,4700000,0,100,34,0,92,6,14,14,8,病死,1,0,91
sim_262,平成,センス,男,94,4470000,0,100,34,0,14,8,5,94,9,病死,1,0,94
sim_263,令和,運,女,80,3050000,39,100,33,50,13,6,5,13,50,老衰,1,0,80
sim_264,令和,運,男,92,4850000,0,100,34,50,7,10,9,14,63,病死,1,0,92
sim_265,平成,センス,女,89,3820000,0,100,34,0,7,12,6,92,5,病死,1,0,89
sim_266,昭和,頭脳,女,79,1570000,53,100,33,0,76,11,13,6,13,寿命,0,0,79
sim_267,昭和,コミュ,男,83,1890000,31,100,33,0,11,10,84,5,12,寿命,1,0,83
sim_268,令和,頭脳,男,87,4100000,7,100,34,0,90,12,7,15,9,寿命,1,0,87
sim_269,昭和,肉体,女,91,2530000,36,100,34,0,14,81,12,6,11,寿命,1,0,91
sim_270,昭和,肉体,女,96,2930000,23,100,34,0,14,90,12,5,12,寿命,1,0,96
sim_271,昭和,運,女,87,2210000,17,100,34,50,9,13,14,11,60,寿命,1,0,87
sim_272,平成,肉体,男,85,3300000,46,100,34,0,6,82,9,14,14,寿命,1,0,85
sim_273,近未来,センス,女,92,9160000,0,100,34,0,12,11,7,96,10,病死,1,0,92
sim_274,近未来,コミュ,男,62,2260000,83,100,32,0,14,8,66,6,10,老衰,0,0,62
sim_275,昭和,センス,男,71,930000,57,100,32,0,15,10,7,74,13,老衰,0,0,71
sim_276,昭和,肉体,男,86,2130000,41,100,34,0,11,90,9,14,13,寿命,1,0,86
sim_277,平成,肉体,男,98,4990000,11,100,35,0,5,100,8,14,6,寿命,1,0,98
sim_278,平成,肉体,女,97,4860000,14,100,35,0,14,94,5,12,6,寿命,1,0,97
sim_279,令和,センス,女,90,4550000,0,100,34,0,8,15,7,100,5,病死,1,0,90
sim_280,令和,センス,女,91,4700000,0,100,34,0,9,5,6,91,8,病死,1,0,91
sim_281,昭和,肉体,男,86,2130000,49,100,34,0,12,87,13,9,5,寿命,1,0,86
sim_282,近未来,コミュ,女,94,9620000,0,100,34,0,7,10,96,11,15,病死,1,0,94
sim_283,近未来,頭脳,女,92,9160000,0,100,34,0,98,12,12,9,5,病死,1,0,92
sim_284,昭和,肉体,男,81,1730000,53,100,33,0,9,91,8,6,15,寿命,1,0,81
sim_285,近未来,運,女,95,9850000,0,100,34,50,10,6,7,7,62,病死,1,0,95
sim_286,昭和,運,女,92,2610000,3,100,34,50,14,7,13,10,61,寿命,1,0,92
